c PyNETGEN v1.0.0
c $ pip install pynetgen
c
c  NETGEN flow network generation algorithm
a 312 1002 0 1167 33
a 312 1511 0 9 46
a 312 317 0 3 25
a 312 2981 0 2 35
a 312 1122 0 6 13
a 312 575 0 4 47
a 312 19 0 3 36
a 312 1009 0 9 8
a 312 2661 0 5 23
a 312 547 0 2 48
a 312 2392 0 1 7
a 312 2881 0 8 1
a 312 2942 0 1 2
a 312 1341 0 4 12
a 344 2162 0 1167 1
a 344 65 0 5 26
a 344 2407 0 1 49
a 344 2588 0 9 38
a 344 1188 0 9 5
a 344 172 0 2 50
a 344 912 0 5 30
a 344 1450 0 4 43
a 344 1714 0 10 22
a 344 1080 0 3 33
a 356 602 0 1167 40
a 356 2918 0 7 46
a 356 1078 0 3 15
a 356 1583 0 2 50
a 356 2426 0 5 29
a 356 2221 0 3 1
a 356 1730 0 1 32
a 356 2203 0 9 36
a 356 619 0 5 12
a 356 1868 0 2 8
a 356 1163 0 7 32
a 356 517 0 5 27
a 356 1193 0 10 17
a 356 2223 0 10 48
a 356 2028 0 10 44
a 356 2948 0 3 18
a 356 2479 0 4 22
a 358 1385 0 1167 50
a 358 611 0 8 23
a 358 155 0 4 24
a 358 2948 0 7 19
a 358 790 0 2 30
a 358 216 0 3 5
a 358 1659 0 9 50
a 358 861 0 9 44
a 358 2123 0 6 15
a 358 21 0 3 17
a 358 2783 0 7 14
a 358 826 0 4 15
a 358 731 0 6 33
a 358 660 0 5 28
a 358 853 0 8 48
a 358 1500 0 7 5
a 358 1356 0 3 17
a 358 2438 0 3 39
a 378 973 0 1167 50
a 378 1985 0 4 3
a 379 2191 0 1167 27
a 379 1537 0 7 16
a 379 782 0 10 4
a 379 567 0 6 16
a 379 2883 0 4 31
a 379 2256 0 3 20
a 379 2234 0 7 9
a 389 417 0 1167 29
a 389 2799 0 6 8
a 389 2453 0 8 20
a 389 560 0 3 27
a 389 2291 0 7 36
a 389 2755 0 8 16
a 389 1880 0 1 27
a 389 1522 0 5 37
a 389 2969 0 5 31
a 389 2759 0 1 21
a 389 720 0 7 12
a 389 2112 0 9 32
a 389 1853 0 4 29
a 389 481 0 6 13
a 389 701 0 4 29
a 389 2522 0 1 31
a 411 1694 0 1167 50
a 411 2499 0 5 37
a 411 392 0 4 27
a 411 1113 0 6 39
a 411 2425 0 6 32
a 411 1129 0 6 39
a 411 540 0 7 42
a 411 888 0 4 6
a 411 17 0 2 9
a 411 1071 0 10 8
a 411 1495 0 4 16
a 411 2961 0 10 3
a 411 151 0 10 49
a 411 2017 0 7 4
a 417 1084 0 1167 50
a 417 2145 0 1 14
a 417 254 0 3 21
a 417 1203 0 2 1
a 417 1706 0 2 27
a 417 2923 0 7 23
a 426 1440 0 1167 12
a 426 920 0 5 17
a 426 2222 0 6 34
a 426 2415 0 6 34
a 426 1438 0 4 3
a 426 88 0 2 48
a 426 704 0 2 43
a 426 632 0 10 19
a 426 1089 0 10 15
a 437 761 0 1167 14
a 437 2392 0 2 10
a 437 1715 0 3 47
a 437 997 0 3 2
a 437 611 0 5 1
a 437 2137 0 5 7
a 437 2078 0 2 43
a 437 850 0 10 8
a 437 2933 0 1 10
a 437 2477 0 2 35
a 437 1887 0 1 27
a 437 846 0 9 43
a 437 897 0 7 31
a 437 2987 0 2 26
a 437 2464 0 6 11
a 437 1018 0 6 43
a 437 503 0 3 11
a 492 620 0 1167 50
a 492 2009 0 6 37
a 492 2209 0 10 44
a 492 1938 0 5 40
a 492 308 0 9 48
a 492 2763 0 7 42
a 492 1526 0 3 33
a 492 1968 0 8 42
a 502 841 0 1167 47
a 502 1187 0 5 24
a 502 362 0 5 34
a 502 225 0 1 3
a 502 2049 0 2 45
a 502 2318 0 8 23
a 502 1363 0 6 8
a 502 445 0 4 23
a 502 823 0 1 34
a 502 2015 0 5 47
a 502 2870 0 4 40
a 502 1983 0 2 15
a 502 303 0 5 14
a 502 918 0 6 7
a 502 2158 0 5 12
a 502 1020 0 10 15
a 502 1125 0 3 32
a 502 1131 0 8 8
a 502 94 0 6 2
a 518 1531 0 1167 50
a 518 944 0 1 33
a 518 773 0 10 29
a 518 1275 0 4 35
a 518 532 0 2 31
a 518 2430 0 4 30
a 518 2833 0 5 5
a 518 1831 0 6 7
a 518 2161 0 1 47
a 518 1308 0 10 6
a 520 765 0 1167 50
a 520 1777 0 3 47
a 520 1506 0 10 38
a 520 1532 0 9 19
a 520 698 0 3 33
a 520 533 0 5 41
a 520 180 0 5 38
a 520 529 0 2 28
a 520 1463 0 7 29
a 527 154 0 1167 50
a 527 1262 0 3 46
a 527 2155 0 6 36
a 527 688 0 1 15
a 527 2335 0 5 5
a 527 877 0 4 18
a 527 2609 0 5 15
a 527 1253 0 5 20
a 527 2697 0 5 24
a 527 2407 0 7 20
a 527 1968 0 5 7
a 578 249 0 1167 26
a 578 1469 0 5 39
a 578 526 0 1 24
a 578 2674 0 2 28
a 578 1507 0 9 37
a 578 951 0 2 29
a 578 1426 0 4 29
a 578 595 0 9 44
a 578 258 0 3 39
a 578 2104 0 3 47
a 578 136 0 1 17
a 578 1670 0 3 40
a 578 2218 0 4 43
a 578 132 0 10 3
a 578 128 0 4 24
a 578 331 0 9 4
a 578 2931 0 3 43
a 585 2938 0 1167 50
a 585 1888 0 1 26
a 585 280 0 7 19
a 585 1880 0 2 19
a 585 2406 0 1 24
a 585 446 0 6 11
a 585 723 0 6 7
a 585 1824 0 1 41
a 585 1750 0 5 35
a 585 2995 0 9 45
a 591 1181 0 1167 4
a 591 1567 0 4 17
a 591 56 0 6 18
a 591 2182 0 10 12
a 591 819 0 2 47
a 591 513 0 10 4
a 591 910 0 7 49
a 591 1606 0 8 45
a 591 1314 0 8 48
a 591 256 0 6 10
a 591 1600 0 10 4
a 591 1562 0 1 11
a 591 623 0 5 2
a 591 1877 0 7 27
a 591 1988 0 6 36
a 591 473 0 4 36
a 597 82 0 1167 1
a 597 1325 0 4 49
a 597 1972 0 7 21
a 597 1834 0 8 14
a 597 2536 0 10 19
a 597 1125 0 1 36
a 597 2437 0 2 19
a 597 2096 0 6 46
a 597 2173 0 4 40
a 597 2797 0 4 38
a 597 1750 0 5 42
a 597 1103 0 1 4
a 597 885 0 7 48
a 597 2782 0 3 29
a 597 2035 0 4 11
a 598 737 0 1167 50
a 598 925 0 9 15
a 598 1967 0 3 2
a 598 2361 0 9 33
a 598 666 0 9 34
a 598 2632 0 9 23
a 598 1428 0 9 15
a 598 2675 0 10 38
a 598 2821 0 3 5
a 598 96 0 3 25
a 598 2423 0 6 20
a 598 1766 0 5 39
a 598 500 0 10 36
a 598 2329 0 4 25
a 598 679 0 2 11
a 602 2517 0 1167 50
a 602 2127 0 8 3
a 602 999 0 9 46
a 602 1877 0 2 34
a 602 2597 0 7 5
a 602 1514 0 6 17
a 602 2922 0 4 1
a 602 1337 0 9 40
a 602 2979 0 2 26
a 602 155 0 3 17
a 602 2645 0 8 1
a 602 2163 0 3 35
a 602 2574 0 8 43
a 602 2865 0 10 12
a 602 2723 0 1 49
a 602 32 0 4 24
a 602 735 0 4 47
a 602 2092 0 3 16
a 620 2190 0 1167 50
a 620 1379 0 9 25
a 620 1722 0 10 23
a 620 1280 0 7 29
a 620 2153 0 4 50
a 620 1004 0 4 10
a 620 410 0 7 1
a 620 1241 0 10 1
a 620 278 0 2 33
a 620 728 0 6 4
a 620 1056 0 5 28
a 620 940 0 9 35
a 620 1848 0 6 2
a 620 2296 0 4 38
a 620 799 0 10 24
a 620 943 0 1 35
a 620 118 0 3 7
a 620 39 0 1 11
a 620 2538 0 3 7
a 646 2554 0 1167 50
a 646 1704 0 4 22
a 646 2899 0 8 24
a 646 1579 0 2 18
a 646 1479 0 3 6
a 646 582 0 2 32
a 646 906 0 3 4
a 646 1925 0 4 35
a 665 1727 0 1167 50
a 665 2365 0 5 14
a 665 1624 0 8 13
a 665 1636 0 6 43
a 665 885 0 5 6
a 665 2950 0 6 4
a 665 1288 0 2 33
a 665 327 0 5 29
a 665 2743 0 10 12
a 685 1701 0 1167 50
a 685 2367 0 4 20
a 685 135 0 8 4
a 685 759 0 8 34
a 685 2579 0 8 28
a 685 1863 0 5 45
a 685 400 0 6 3
a 685 1021 0 2 22
a 685 623 0 9 40
a 685 2415 0 5 41
a 685 1506 0 3 3
a 685 1035 0 4 39
a 685 1395 0 7 19
a 685 1043 0 3 46
a 696 1498 0 1167 26
a 696 776 0 7 23
a 696 1877 0 6 19
a 696 716 0 8 4
a 696 1602 0 5 1
a 696 1539 0 7 47
a 696 1649 0 4 9
a 696 1787 0 7 36
a 699 502 0 1167 50
a 699 1862 0 7 3
a 699 2681 0 2 3
a 699 1919 0 5 5
a 699 2594 0 1 43
a 699 1270 0 4 3
a 699 70 0 8 20
a 699 1322 0 3 25
a 699 612 0 1 44
a 699 2486 0 3 21
a 699 168 0 5 38
a 699 1384 0 6 21
a 699 275 0 1 34
a 699 1874 0 1 21
a 699 603 0 6 43
a 737 1697 0 1167 5
a 737 1502 0 8 15
a 737 2519 0 1 44
a 737 1911 0 5 44
a 743 2829 0 1167 50
a 743 744 0 3 44
a 743 1156 0 8 9
a 743 2169 0 1 31
a 743 2052 0 1 35
a 743 1733 0 5 35
a 743 647 0 5 45
a 743 529 0 7 41
a 743 608 0 8 5
a 743 2737 0 2 12
a 743 246 0 5 41
a 743 1668 0 8 22
a 743 2914 0 8 49
a 743 2000 0 7 15
a 743 2456 0 2 17
a 746 2357 0 1167 50
a 746 928 0 6 32
a 746 2294 0 10 10
a 746 592 0 1 40
a 746 1851 0 3 32
a 748 1093 0 1167 50
a 748 575 0 8 38
a 748 2452 0 4 35
a 748 2890 0 3 38
a 748 531 0 1 20
a 748 464 0 8 49
a 748 2075 0 10 45
a 748 467 0 9 36
a 748 2212 0 6 43
a 748 1036 0 7 31
a 748 358 0 3 5
a 748 2018 0 7 23
a 748 2109 0 6 25
a 748 2711 0 8 40
a 748 1264 0 7 31
a 748 679 0 8 16
a 748 2110 0 4 42
a 748 2261 0 7 27
a 748 2127 0 2 12
a 756 699 0 1167 50
a 756 1584 0 5 37
a 756 1728 0 8 8
a 756 2309 0 10 7
a 756 1534 0 6 18
a 756 668 0 2 15
a 756 797 0 2 26
a 756 2819 0 4 9
a 756 952 0 8 49
a 756 1510 0 9 5
a 756 204 0 9 3
a 761 2490 0 1167 50
a 761 769 0 9 46
a 761 865 0 2 37
a 761 125 0 5 18
a 761 2374 0 7 28
a 761 1192 0 6 46
a 761 2739 0 9 49
a 761 2667 0 3 26
a 761 2537 0 4 2
a 761 2348 0 9 5
a 765 2501 0 1167 50
a 765 705 0 6 39
a 765 1276 0 1 48
a 765 1828 0 7 48
a 765 1304 0 6 38
a 765 43 0 2 48
a 778 2412 0 1167 50
a 778 2781 0 7 35
a 778 995 0 3 40
a 778 2985 0 2 28
a 778 2058 0 9 39
a 778 2751 0 4 26
a 778 2079 0 9 17
a 778 1306 0 10 6
a 778 303 0 1 8
a 778 2993 0 2 40
a 800 1899 0 1167 50
a 800 1369 0 9 22
a 800 2936 0 3 9
a 800 383 0 5 48
a 800 683 0 5 12
a 800 822 0 2 41
a 800 957 0 5 36
a 800 115 0 4 16
a 800 2922 0 3 22
a 800 594 0 8 46
a 800 1909 0 3 12
a 800 2394 0 10 11
a 800 2178 0 2 11
a 800 1702 0 7 50
a 826 2057 0 1167 50
a 826 872 0 6 49
a 826 880 0 10 32
a 826 686 0 7 22
a 826 1090 0 1 50
a 826 2023 0 9 35
a 826 2124 0 6 18
a 826 2514 0 2 13
a 826 2654 0 6 32
a 826 2664 0 3 49
a 826 2402 0 3 12
a 826 747 0 4 29
a 826 1770 0 5 27
a 826 2324 0 7 47
a 831 379 0 1167 20
a 831 1009 0 7 38
a 831 2825 0 10 50
a 831 790 0 4 49
a 831 2459 0 7 14
a 831 464 0 7 18
a 831 839 0 5 2
a 831 965 0 3 47
a 831 1975 0 6 25
a 831 2059 0 4 17
a 831 1183 0 6 50
a 841 870 0 1167 50
a 841 1254 0 1 22
a 841 588 0 4 49
a 841 2674 0 5 36
a 841 1946 0 9 31
a 841 1177 0 10 16
a 841 2266 0 2 5
a 841 1972 0 1 15
a 841 2751 0 2 10
a 841 1096 0 8 35
a 841 236 0 7 4
a 841 128 0 10 40
a 841 1130 0 7 3
a 841 1824 0 9 48
a 841 2974 0 8 43
a 841 2741 0 5 8
a 841 745 0 10 7
a 841 437 0 1 12
a 868 1249 0 1167 50
a 868 431 0 9 22
a 868 1251 0 4 32
a 868 144 0 10 3
a 868 1951 0 2 29
a 868 2370 0 9 15
a 868 1706 0 6 4
a 868 2432 0 3 7
a 868 402 0 8 29
a 868 160 0 9 2
a 868 2202 0 10 20
a 870 1525 0 1167 50
a 870 913 0 5 15
a 870 2327 0 5 50
a 870 2121 0 2 50
a 870 520 0 1 24
a 870 990 0 8 45
a 870 831 0 9 49
a 870 2983 0 1 6
a 873 948 0 1167 22
a 873 744 0 1 37
a 873 723 0 10 2
a 873 572 0 2 10
a 873 1085 0 7 14
a 873 2602 0 2 1
a 873 804 0 6 17
a 873 1529 0 6 8
a 873 1668 0 3 36
a 873 2639 0 2 26
a 873 2592 0 4 21
a 873 2303 0 1 31
a 884 2992 0 1167 28
a 884 2371 0 1167 18
a 884 1258 0 5 39
a 884 1942 0 4 27
a 884 1623 0 5 25
a 884 1472 0 8 8
a 884 1600 0 6 3
a 884 2689 0 4 47
a 884 2521 0 1 44
a 884 1209 0 10 2
a 884 2073 0 6 21
a 884 2737 0 9 23
a 884 2443 0 3 32
a 884 639 0 10 4
a 884 236 0 3 19
a 884 24 0 6 31
a 889 1039 0 1167 42
a 889 1723 0 2 43
a 889 2158 0 7 49
a 889 1135 0 8 11
a 889 1133 0 10 9
a 889 2432 0 5 27
a 889 2722 0 4 15
a 889 2747 0 9 21
a 889 2684 0 10 46
a 889 1089 0 4 11
a 889 1447 0 5 18
a 927 2104 0 1167 50
a 927 2393 0 7 4
a 927 1510 0 7 35
a 927 2594 0 6 48
a 927 101 0 5 4
a 927 1559 0 6 26
a 927 1204 0 4 8
a 927 2384 0 5 20
a 927 1468 0 5 43
a 927 1136 0 7 23
a 927 469 0 2 4
a 927 517 0 8 34
a 927 837 0 2 33
a 927 2179 0 3 9
a 927 1458 0 10 1
a 931 51 0 1167 50
a 931 315 0 6 21
a 931 2688 0 4 16
a 931 411 0 8 15
a 931 2655 0 8 48
a 931 2206 0 8 17
a 931 1876 0 8 36
a 931 609 0 5 25
a 931 2971 0 1 23
a 931 607 0 10 31
a 931 2500 0 8 33
a 931 354 0 5 23
a 931 2603 0 7 38
a 931 893 0 5 44
a 931 213 0 2 29
a 931 485 0 10 50
a 931 1005 0 7 47
a 931 1865 0 6 18
a 938 1963 0 1167 30
a 938 2565 0 5 11
a 938 2125 0 7 32
a 938 2584 0 4 3
a 938 645 0 8 29
a 938 521 0 3 46
a 938 1288 0 2 3
a 938 2905 0 1 39
a 938 825 0 5 31
a 938 2406 0 8 14
a 938 2733 0 10 42
a 938 933 0 9 49
a 938 723 0 1 23
a 938 581 0 7 40
a 938 2878 0 8 16
a 943 176 0 1167 50
a 943 1776 0 10 12
a 943 1976 0 1 1
a 943 2240 0 5 1
a 943 541 0 9 24
a 943 387 0 6 9
a 943 1664 0 1 9
a 943 1602 0 4 42
a 943 532 0 8 11
a 943 2063 0 10 25
a 943 948 0 7 38
a 943 1171 0 10 35
a 943 1240 0 4 27
a 943 2436 0 5 8
a 943 2585 0 6 44
a 943 1249 0 7 26
a 943 651 0 4 25
a 943 1096 0 10 49
a 943 1459 0 4 44
a 948 884 0 1167 4
a 948 252 0 10 34
a 948 86 0 5 45
a 948 2311 0 10 49
a 948 117 0 6 12
a 948 118 0 2 21
a 948 1966 0 8 14
a 948 1417 0 10 33
a 948 665 0 5 17
a 948 1668 0 7 27
a 948 452 0 1 44
a 948 296 0 5 23
a 948 612 0 8 40
a 964 1839 0 1167 50
a 964 609 0 2 39
a 964 2555 0 5 27
a 964 570 0 2 39
a 964 2745 0 7 24
a 964 2333 0 3 30
a 964 2596 0 6 17
a 964 2059 0 3 30
a 964 2840 0 1 32
a 964 1197 0 1 9
a 964 1581 0 3 1
a 964 553 0 2 18
a 973 2785 0 1167 11
a 973 2115 0 7 4
a 973 818 0 5 15
a 973 2616 0 7 47
a 973 467 0 3 26
a 973 827 0 1 27
a 973 1542 0 10 48
a 973 452 0 7 33
a 975 996 0 1167 41
a 975 1238 0 6 46
a 975 2563 0 1 30
a 975 2892 0 5 49
a 975 1413 0 10 25
a 975 2414 0 5 49
a 975 286 0 6 20
a 975 737 0 1 40
a 975 123 0 10 36
a 975 2808 0 6 37
a 975 2704 0 2 14
a 975 667 0 5 46
a 975 2253 0 9 2
a 975 952 0 9 44
a 975 1331 0 9 11
a 975 2273 0 2 30
a 975 201 0 7 1
a 996 492 0 1167 15
a 996 411 0 10 24
a 996 521 0 6 28
a 996 2345 0 6 2
a 996 894 0 2 5
a 1002 2413 0 1167 28
a 1002 2170 0 9 10
a 1002 2995 0 5 45
a 1002 2528 0 9 32
a 1002 341 0 2 5
a 1002 788 0 5 15
a 1002 2334 0 1 1
a 1002 1453 0 7 4
a 1002 2749 0 2 2
a 1002 2921 0 7 12
a 1002 2114 0 6 6
a 1002 924 0 4 2
a 1002 509 0 8 31
a 1002 2593 0 5 21
a 1018 665 0 1167 29
a 1018 400 0 8 48
a 1018 321 0 6 9
a 1018 2782 0 8 38
a 1039 437 0 1167 18
a 1039 543 0 10 42
a 1039 2965 0 7 46
a 1039 968 0 5 9
a 1040 2846 0 1167 50
a 1040 2035 0 3 28
a 1040 2808 0 7 15
a 1040 196 0 10 12
a 1040 514 0 10 19
a 1040 977 0 8 25
a 1040 248 0 8 49
a 1040 421 0 6 2
a 1050 2025 0 1167 33
a 1050 75 0 1 3
a 1050 688 0 4 41
a 1063 597 0 1167 4
a 1063 1402 0 6 36
a 1063 1309 0 10 46
a 1063 2707 0 7 35
a 1063 1743 0 2 2
a 1063 2648 0 9 12
a 1063 1041 0 8 45
a 1063 47 0 6 35
a 1063 2850 0 6 1
a 1063 1013 0 7 41
a 1063 1377 0 10 15
a 1063 1676 0 10 8
a 1063 2775 0 8 4
a 1063 2470 0 7 37
a 1063 1608 0 10 35
a 1063 247 0 10 15
a 1063 1580 0 8 12
a 1083 2189 0 1167 36
a 1083 2512 0 1 21
a 1084 378 0 1167 11
a 1084 2037 0 2 39
a 1084 2687 0 9 33
a 1084 1227 0 9 42
a 1084 1562 0 8 35
a 1084 285 0 3 37
a 1084 2766 0 1 25
a 1092 1943 0 1167 50
a 1092 794 0 3 24
a 1092 965 0 6 14
a 1092 700 0 9 42
a 1092 1525 0 8 13
a 1092 1190 0 8 18
a 1092 255 0 2 36
a 1092 1070 0 1 46
a 1092 1010 0 5 49
a 1092 979 0 5 7
a 1092 95 0 8 10
a 1092 2637 0 5 31
a 1092 2902 0 5 12
a 1092 900 0 10 27
a 1092 1522 0 5 30
a 1092 1274 0 6 30
a 1092 1121 0 3 43
a 1093 585 0 1167 50
a 1093 2373 0 5 49
a 1093 1516 0 1 45
a 1093 2683 0 9 18
a 1093 2820 0 7 9
a 1093 231 0 7 34
a 1093 991 0 4 23
a 1093 2903 0 10 17
a 1093 52 0 9 29
a 1093 576 0 9 48
a 1093 1249 0 3 34
a 1093 2049 0 10 10
a 1093 749 0 8 13
a 1155 1199 0 1167 16
a 1155 1984 0 1 44
a 1155 1423 0 8 35
a 1155 1696 0 10 14
a 1155 2071 0 7 43
a 1155 67 0 10 1
a 1168 1303 0 1167 50
a 1168 2781 0 7 12
a 1168 114 0 8 37
a 1168 2190 0 9 31
a 1168 1525 0 3 15
a 1168 2000 0 5 5
a 1168 2143 0 5 24
a 1168 2368 0 2 50
a 1168 407 0 4 39
a 1168 63 0 4 42
a 1168 1893 0 5 31
a 1181 1677 0 1167 36
a 1181 1116 0 10 7
a 1181 2556 0 10 12
a 1181 2859 0 10 42
a 1181 2864 0 7 34
a 1181 2146 0 1 5
a 1181 1789 0 8 33
a 1181 1946 0 3 26
a 1181 1875 0 2 35
a 1181 1446 0 9 36
a 1182 2312 0 1167 16
a 1182 2183 0 9 14
a 1182 71 0 2 37
a 1182 1138 0 6 22
a 1182 2899 0 8 15
a 1182 2597 0 10 21
a 1182 1834 0 10 10
a 1182 1492 0 2 3
a 1182 2120 0 10 30
a 1199 358 0 1167 50
a 1199 2555 0 4 35
a 1199 1549 0 8 23
a 1199 2071 0 6 29
a 1199 2399 0 6 23
a 1199 2614 0 6 22
a 1199 1511 0 5 25
a 1199 2705 0 10 2
a 1199 810 0 7 47
a 1199 413 0 7 30
a 1199 2128 0 6 23
a 1229 356 0 1167 50
a 1229 400 0 6 6
a 1229 2373 0 5 11
a 1229 1823 0 5 48
a 1229 1126 0 10 33
a 1229 1789 0 5 44
a 1232 1470 0 1167 50
a 1232 712 0 2 44
a 1232 2202 0 6 26
a 1232 1454 0 1 23
a 1232 2086 0 5 50
a 1232 1597 0 2 26
a 1232 1281 0 3 25
a 1232 1358 0 1 35
a 1232 497 0 3 50
a 1232 386 0 6 29
a 1241 2671 0 1167 50
a 1241 2046 0 1 37
a 1241 1913 0 3 44
a 1241 1081 0 1 23
a 1241 1614 0 6 20
a 1241 2872 0 3 36
a 1241 50 0 8 12
a 1241 1908 0 6 23
a 1241 177 0 5 25
a 1249 2075 0 1167 50
a 1249 143 0 4 4
a 1249 329 0 8 8
a 1249 640 0 6 44
a 1249 2245 0 2 24
a 1249 311 0 4 44
a 1249 328 0 8 3
a 1249 2317 0 8 5
a 1249 402 0 5 48
a 1269 274 0 1167 9
a 1269 340 0 9 4
a 1269 662 0 7 21
a 1269 1380 0 4 4
a 1269 1608 0 9 29
a 1269 2612 0 4 46
a 1269 3000 0 5 26
a 1269 648 0 4 46
a 1269 524 0 6 7
a 1269 2530 0 10 3
a 1269 2245 0 3 32
a 1269 1697 0 8 2
a 1294 2782 0 1167 50
a 1294 1057 0 3 35
a 1294 2009 0 10 1
a 1303 527 0 1167 1
a 1303 2781 0 3 43
a 1303 1433 0 10 38
a 1303 1616 0 1 38
a 1303 832 0 10 32
a 1303 1019 0 2 3
a 1303 762 0 8 15
a 1303 1548 0 4 10
a 1303 1745 0 5 14
a 1309 1931 0 1167 26
a 1309 1640 0 8 1
a 1309 2527 0 5 45
a 1309 1561 0 9 39
a 1309 1242 0 5 7
a 1309 1044 0 4 36
a 1309 1943 0 10 1
a 1309 1799 0 2 50
a 1309 2823 0 2 27
a 1362 142 0 1167 50
a 1362 2448 0 6 23
a 1362 2513 0 5 18
a 1362 703 0 7 7
a 1373 1168 0 1167 48
