c PyNETGEN v1.0.0
c $ pip install pynetgen
c
c  NETGEN flow network generation algorithm
a 166 748 0 1 5
a 166 902 0 9 7
a 166 184 0 2 3
a 166 454 0 2 7
a 166 962 0 4 28
a 166 971 0 7 20
a 166 485 0 3 39
a 166 1101 0 1 12
a 169 162 0 452 50
a 169 597 0 7 27
a 169 660 0 2 20
a 169 788 0 4 15
a 169 673 0 2 19
a 169 899 0 3 7
a 169 258 0 10 33
a 169 1058 0 7 35
a 169 287 0 8 19
a 169 870 0 5 38
a 169 430 0 7 4
a 176 761 0 452 50
a 176 769 0 4 49
a 176 993 0 4 49
a 176 329 0 9 38
a 178 685 0 452 18
a 178 806 0 10 12
a 178 764 0 8 36
a 178 1184 0 7 1
a 178 663 0 3 33
a 201 531 0 452 34
a 201 1004 0 10 8
a 201 187 0 8 5
a 201 571 0 10 2
a 201 524 0 7 8
a 201 12 0 3 11
a 201 920 0 5 18
a 225 764 0 452 14
a 225 943 0 7 16
a 227 439 0 452 50
a 227 1105 0 3 39
a 227 230 0 5 9
a 227 653 0 6 13
a 227 447 0 5 15
a 227 763 0 6 29
a 227 469 0 9 50
a 227 1187 0 5 41
a 227 671 0 3 20
a 264 982 0 452 50
a 264 430 0 7 8
a 269 137 0 452 10
a 269 1031 0 10 22
a 269 143 0 9 40
a 269 116 0 1 47
a 269 188 0 1 35
a 269 505 0 7 37
a 269 1127 0 3 20
a 269 633 0 4 6
a 269 556 0 3 43
a 269 423 0 4 15
a 269 931 0 1 40
a 269 724 0 7 7
a 285 705 0 452 42
a 285 560 0 1 33
a 285 1144 0 10 46
a 285 477 0 1 13
a 285 1052 0 10 13
a 285 719 0 6 21
a 285 674 0 2 25
a 285 570 0 6 44
a 285 506 0 5 8
a 285 201 0 7 24
a 296 463 0 452 47
a 296 837 0 3 38
a 296 882 0 2 29
a 296 955 0 8 6
a 341 636 0 452 37
a 341 525 0 6 44
a 381 1198 0 452 23
a 381 370 0 3 41
a 381 178 0 6 33
a 381 302 0 4 43
a 387 176 0 452 33
a 387 644 0 5 5
a 387 652 0 2 20
a 387 384 0 8 1
a 387 509 0 5 35
a 399 39 0 452 50
a 399 252 0 4 22
a 399 190 0 8 38
a 399 852 0 7 49
a 399 15 0 9 45
a 399 315 0 2 50
a 399 462 0 8 33
a 399 116 0 9 28
a 399 42 0 8 35
a 399 946 0 9 25
a 399 939 0 1 19
a 404 1116 0 452 30
a 404 662 0 1 33
a 404 148 0 1 7
a 404 771 0 10 34
a 404 40 0 5 10
a 404 69 0 10 48
a 404 332 0 7 23
a 404 383 0 7 16
a 404 912 0 7 45
a 404 237 0 2 24
a 430 516 0 452 31
a 430 266 0 1 13
a 430 884 0 7 37
a 430 797 0 1 31
a 430 1032 0 5 27
a 430 1035 0 3 32
a 439 949 0 452 50
a 439 336 0 1 17
a 439 382 0 9 36
a 439 1149 0 1 45
a 439 588 0 8 9
a 439 562 0 3 25
a 439 368 0 1 3
a 439 49 0 9 7
a 439 604 0 6 34
a 439 837 0 9 38
a 439 819 0 6 25
a 439 513 0 7 10
a 439 1010 0 3 40
a 463 959 0 452 8
a 463 140 0 6 39
a 482 570 0 452 32
a 482 485 0 6 15
a 482 557 0 8 30
a 482 851 0 7 34
a 482 785 0 7 47
a 482 631 0 2 43
a 482 402 0 8 3
a 482 775 0 9 46
a 482 938 0 1 38
a 482 491 0 6 15
a 482 650 0 7 49
a 482 916 0 7 10
a 482 386 0 6 47
a 482 336 0 1 3
a 482 44 0 4 27
a 497 1088 0 452 50
a 497 445 0 3 47
a 497 779 0 3 15
a 497 52 0 9 47
a 497 876 0 5 44
a 497 949 0 2 22
a 497 657 0 8 23
a 497 630 0 7 27
a 497 1012 0 2 47
a 512 296 0 452 50
a 512 458 0 3 39
a 512 777 0 8 22
a 512 95 0 2 32
a 512 472 0 4 10
a 512 906 0 1 24
a 512 112 0 2 39
a 512 1125 0 1 19
a 512 639 0 6 23
a 512 621 0 1 30
a 516 996 0 452 2
a 516 706 0 5 16
a 516 1128 0 8 26
a 516 910 0 6 13
a 516 1026 0 1 32
a 516 634 0 5 8
a 516 772 0 8 11
a 516 116 0 4 26
a 516 131 0 10 27
a 517 783 0 452 50
a 517 855 0 2 49
a 517 776 0 1 29
a 517 382 0 6 37
a 517 678 0 10 46
a 517 1002 0 10 17
a 517 22 0 2 11
a 517 30 0 3 29
a 517 203 0 5 6
a 517 509 0 3 14
a 517 1136 0 7 17
a 517 809 0 2 35
a 517 790 0 7 21
a 517 259 0 1 48
a 517 714 0 10 33
a 531 843 0 452 50
a 531 932 0 4 43
a 570 587 0 452 25
a 570 981 0 9 12
a 570 491 0 7 40
a 570 102 0 6 43
a 573 766 0 452 50
a 573 1167 0 10 4
a 573 478 0 8 14
a 573 1050 0 4 44
a 573 967 0 1 16
a 573 624 0 5 27
a 573 700 0 1 27
a 573 905 0 10 9
a 573 44 0 9 7
a 577 512 0 452 14
a 577 271 0 7 10
a 577 673 0 10 28
a 577 334 0 6 30
a 577 836 0 10 5
a 577 665 0 5 38
a 577 1011 0 8 26
a 577 1060 0 7 19
a 577 50 0 8 1
a 577 1118 0 5 49
a 587 677 0 452 50
a 587 538 0 9 2
a 587 649 0 2 36
a 587 1121 0 4 9
a 587 289 0 5 18
a 587 407 0 10 4
a 587 508 0 2 16
a 587 1003 0 8 12
a 587 432 0 5 2
a 597 17 0 452 41
a 597 945 0 3 17
a 597 263 0 3 39
a 597 469 0 5 16
a 597 366 0 2 14
a 597 1051 0 3 2
a 610 93 0 452 39
a 610 679 0 3 8
a 610 882 0 3 50
a 617 24 0 452 10
a 617 545 0 8 5
a 617 992 0 6 33
a 617 725 0 8 36
a 621 1026 0 452 34
a 621 1131 0 3 28
a 621 967 0 6 25
a 621 516 0 2 7
a 621 622 0 7 48
a 621 96 0 2 38
a 621 126 0 3 1
a 621 166 0 2 20
a 631 68 0 452 50
a 631 86 0 1 8
a 636 65 0 452 32
a 636 621 0 8 38
a 636 1079 0 7 29
a 636 515 0 2 47
a 636 744 0 7 18
a 636 86 0 7 8
a 636 1015 0 10 49
a 636 446 0 6 1
a 636 108 0 3 36
a 641 227 0 452 14
a 641 182 0 10 33
a 641 909 0 5 4
a 641 725 0 4 34
a 641 987 0 9 21
a 641 260 0 1 32
a 641 224 0 8 5
a 641 307 0 2 13
a 641 493 0 10 29
a 641 1083 0 4 17
a 641 924 0 2 46
a 641 412 0 5 2
a 641 767 0 10 14
a 641 292 0 4 8
a 642 497 0 452 50
a 642 1166 0 1 32
a 642 305 0 7 40
a 642 996 0 5 30
a 646 1126 0 452 50
a 646 481 0 9 8
a 646 250 0 2 1
a 646 314 0 4 32
a 646 444 0 3 50
a 646 234 0 2 17
a 646 247 0 4 33
a 646 1080 0 1 26
a 646 79 0 2 26
a 677 631 0 452 50
a 677 237 0 3 26
a 677 298 0 7 28
a 677 761 0 3 32
a 685 695 0 452 45
a 685 514 0 1 19
a 685 532 0 4 22
a 685 280 0 2 41
a 685 290 0 9 20
a 685 1112 0 2 6
a 685 342 0 6 11
a 685 977 0 6 48
a 685 609 0 8 26
a 695 169 0 452 37
a 695 302 0 5 42
a 695 276 0 7 37
a 695 460 0 3 18
a 695 780 0 8 39
a 695 21 0 6 38
a 695 1045 0 10 5
a 695 56 0 1 21
a 695 598 0 4 5
a 695 339 0 3 15
a 695 107 0 2 6
a 695 605 0 2 26
a 700 749 0 452 50
a 700 836 0 10 34
a 700 1147 0 3 32
a 700 259 0 8 41
a 700 429 0 8 35
a 700 834 0 9 16
a 700 88 0 3 33
a 704 139 0 452 50
a 704 278 0 10 17
a 704 1083 0 5 30
a 704 912 0 2 11
a 704 126 0 5 16
a 704 836 0 9 43
a 705 932 0 452 39
a 705 800 0 9 1
a 705 112 0 10 22
a 705 943 0 8 21
a 705 1016 0 7 9
a 705 747 0 6 18
a 705 850 0 10 47
a 710 934 0 452 11
a 710 895 0 1 6
a 748 142 0 452 50
a 748 15 0 1 18
a 748 592 0 5 31
a 748 699 0 9 40
a 748 82 0 4 25
a 748 704 0 1 9
a 749 1147 0 452 50
a 749 961 0 3 22
a 749 797 0 2 13
a 749 813 0 8 31
a 749 1087 0 2 40
a 749 917 0 1 18
a 749 821 0 7 37
a 749 833 0 8 32
a 749 760 0 1 12
a 749 962 0 10 31
a 749 685 0 4 16
a 749 531 0 4 7
a 761 573 0 452 50
a 761 382 0 8 12
a 761 756 0 3 25
a 761 749 0 1 40
a 761 43 0 4 9
a 761 280 0 7 11
a 761 588 0 7 10
a 761 822 0 7 47
a 761 58 0 7 18
a 761 189 0 1 48
a 764 828 0 452 9
a 764 1195 0 5 8
a 766 976 0 452 30
a 766 681 0 9 37
a 766 1072 0 1 13
a 766 1125 0 1 38
a 766 1042 0 9 1
a 766 513 0 4 26
a 766 142 0 1 3
a 766 1093 0 10 33
a 767 82 0 452 50
a 767 430 0 6 47
a 767 121 0 5 47
a 767 865 0 10 18
a 767 351 0 6 22
a 767 649 0 2 21
a 767 1123 0 9 16
a 783 1096 0 452 50
a 783 1175 0 2 38
a 798 80 0 452 1
a 798 229 0 3 42
a 798 890 0 5 5
a 798 826 0 5 18
a 798 797 0 2 2
a 798 916 0 7 37
a 798 364 0 6 35
a 798 951 0 1 48
a 798 96 0 2 6
a 798 202 0 7 11
a 798 707 0 7 22
a 803 31 0 452 20
a 803 332 0 5 36
a 803 711 0 2 21
a 803 311 0 9 23
a 803 945 0 8 8
a 803 412 0 9 38
a 803 985 0 10 50
a 803 174 0 7 26
a 803 1138 0 7 19
a 803 343 0 2 9
a 803 293 0 9 42
a 803 921 0 8 10
a 803 746 0 1 19
a 803 353 0 9 8
a 803 160 0 3 3
a 822 53 0 452 41
a 822 946 0 9 50
a 822 161 0 4 25
a 822 266 0 5 27
a 822 327 0 4 11
a 822 214 0 8 14
a 822 317 0 5 43
a 822 997 0 3 48
a 828 1094 0 452 35
a 828 628 0 5 20
a 828 285 0 3 2
a 828 895 0 5 4
a 828 565 0 3 37
a 828 759 0 2 37
a 828 723 0 7 2
a 828 195 0 2 32
a 828 1170 0 7 47
a 828 1006 0 9 28
a 828 441 0 2 15
a 828 419 0 3 48
a 828 35 0 3 1
a 843 748 0 452 50
a 843 376 0 7 43
a 843 626 0 3 9
a 847 952 0 452 38
a 847 1000 0 3 15
a 847 610 0 10 19
a 847 1079 0 6 12
a 847 732 0 9 33
a 847 842 0 4 17
a 847 587 0 2 6
a 847 166 0 9 48
a 847 920 0 2 29
a 850 381 0 452 42
a 850 203 0 1 3
a 850 649 0 7 27
a 850 221 0 2 6
a 850 796 0 6 15
a 850 930 0 4 10
a 850 306 0 10 27
a 850 551 0 9 44
a 856 517 0 452 36
a 856 888 0 10 16
a 856 457 0 9 19
a 856 17 0 7 49
a 856 679 0 2 26
a 856 87 0 3 2
a 856 1051 0 3 13
a 856 1045 0 5 46
a 856 510 0 4 43
a 883 850 0 452 50
a 883 1193 0 452 50
a 883 221 0 5 5
a 883 674 0 7 45
a 883 213 0 6 31
a 883 390 0 1 48
a 883 923 0 3 29
a 883 707 0 10 19
a 883 1005 0 6 23
a 883 652 0 7 13
a 900 1019 0 452 50
a 900 934 0 10 19
a 900 970 0 10 16
a 900 682 0 9 42
a 900 467 0 4 12
a 900 23 0 8 47
a 900 392 0 10 2
a 900 653 0 1 50
a 900 759 0 8 26
a 900 52 0 6 40
a 900 603 0 9 5
a 900 1174 0 10 33
a 906 387 0 452 50
a 906 1191 0 1 23
a 906 183 0 5 40
a 906 125 0 2 3
a 906 579 0 9 27
a 906 1098 0 2 13
a 916 134 0 452 50
a 916 859 0 6 35
a 916 20 0 7 15
a 916 806 0 3 42
a 916 1082 0 5 1
a 916 1075 0 10 21
a 916 1089 0 5 26
a 916 449 0 4 15
a 916 890 0 5 27
a 916 1117 0 4 22
a 932 58 0 452 15
a 932 200 0 10 36
a 932 1133 0 4 28
a 934 404 0 452 23
a 934 624 0 8 10
a 934 32 0 6 20
a 934 106 0 4 45
a 934 279 0 3 10
a 934 353 0 8 2
a 934 15 0 2 43
a 934 1160 0 4 20
a 934 435 0 1 38
a 934 575 0 9 5
a 934 976 0 3 50
a 942 1058 0 452 50
a 942 227 0 1 23
a 942 827 0 1 39
a 942 932 0 7 14
a 942 243 0 1 29
a 942 850 0 6 42
a 942 14 0 3 5
a 942 458 0 5 10
a 942 737 0 9 44
a 949 997 0 452 31
a 949 556 0 1 11
a 952 44 0 452 22
a 952 177 0 8 23
a 952 336 0 8 37
a 952 382 0 2 37
a 952 852 0 4 19
a 952 125 0 7 31
a 952 914 0 2 4
a 952 208 0 3 10
a 952 205 0 7 28
a 952 487 0 2 38
a 952 684 0 4 46
a 952 1045 0 3 9
a 952 1197 0 4 39
a 952 654 0 8 37
a 952 156 0 5 31
a 959 1015 0 452 50
a 959 784 0 6 8
a 961 621 0 452 50
a 961 768 0 3 26
a 961 1010 0 7 17
a 961 327 0 3 39
a 961 713 0 6 40
a 961 1060 0 3 29
a 961 302 0 1 16
a 961 528 0 4 45
a 961 496 0 1 5
a 971 1179 0 452 50
a 971 489 0 8 14
a 971 546 0 5 48
a 971 829 0 9 36
a 971 88 0 7 40
a 971 311 0 5 3
a 971 637 0 9 37
a 971 436 0 2 12
a 971 652 0 10 20
a 971 620 0 7 40
a 971 1007 0 1 18
a 971 44 0 3 38
a 976 48 0 452 50
a 976 179 0 9 29
a 976 160 0 1 7
a 976 771 0 1 31
a 976 103 0 8 42
a 976 821 0 8 29
a 976 1138 0 6 46
a 976 688 0 10 35
a 976 873 0 3 18
a 976 991 0 9 25
a 976 316 0 3 38
a 976 557 0 6 19
a 976 1196 0 9 48
a 976 676 0 4 5
a 976 940 0 2 39
a 982 285 0 452 40
a 982 52 0 4 22
a 982 999 0 5 8
a 985 704 0 452 50
a 985 465 0 10 6
a 985 626 0 9 16
a 985 871 0 9 3
a 985 650 0 4 48
a 985 130 0 5 28
a 985 282 0 3 40
a 989 803 0 452 50
a 989 381 0 4 37
a 989 551 0 8 21
a 989 907 0 7 8
a 989 879 0 3 1
a 989 642 0 2 45
a 989 344 0 9 3
a 989 1061 0 1 22
a 989 288 0 2 20
a 989 137 0 1 5
a 996 906 0 452 50
a 996 561 0 8 33
a 996 721 0 6 10
a 996 672 0 5 11
a 996 463 0 1 39
a 996 897 0 9 28
a 996 1138 0 4 48
a 996 1169 0 4 12
a 996 776 0 9 38
a 996 319 0 10 32
a 997 1023 0 452 17
a 997 874 0 3 6
a 997 893 0 4 35
a 997 739 0 2 12
a 997 212 0 7 33
a 997 274 0 6 6
a 997 374 0 4 10
a 997 921 0 5 38
a 997 877 0 3 6
a 997 256 0 4 38
a 997 392 0 3 43
a 997 612 0 6 44
a 997 753 0 7 27
a 997 130 0 3 41
a 1001 341 0 452 50
a 1001 526 0 8 37
a 1001 1007 0 8 37
a 1001 204 0 9 23
a 1001 856 0 9 23
a 1001 422 0 5 35
a 1001 978 0 8 3
a 1001 505 0 3 32
a 1001 677 0 10 13
a 1001 152 0 5 8
a 1001 932 0 4 30
a 1001 743 0 4 14
a 1001 385 0 3 42
a 1001 484 0 7 34
a 1001 1061 0 5 6
a 1015 971 0 452 50
a 1015 785 0 8 10
a 1015 171 0 9 43
a 1015 266 0 1 32
a 1015 618 0 4 15
a 1019 798 0 452 50
a 1019 449 0 6 22
a 1019 120 0 3 45
a 1019 588 0 4 46
a 1023 700 0 452 50
a 1023 997 0 9 13
a 1023 649 0 8 37
a 1023 694 0 5 26
a 1023 432 0 3 27
a 1026 597 0 452 50
a 1026 769 0 5 14
a 1026 261 0 6 28
a 1026 188 0 7 34
a 1026 891 0 4 7
a 1026 440 0 9 12
a 1026 995 0 1 9
a 1026 1015 0 1 50
a 1026 956 0 8 37
a 1026 196 0 2 22
a 1026 919 0 1 47
a 1026 484 0 6 44
a 1026 216 0 10 33
a 1030 985 0 452 22
a 1030 103 0 10 36
a 1030 1092 0 3 50
a 1030 165 0 1 6
a 1030 975 0 9 25
a 1030 942 0 2 20
a 1030 239 0 8 9
a 1030 863 0 7 21
a 1030 125 0 4 30
a 1030 377 0 7 35
a 1030 12 0 5 18
a 1041 847 0 452 30
a 1041 1053 0 6 41
a 1041 763 0 8 48
a 1041 820 0 8 32
a 1041 317 0 7 32
a 1041 669 0 10 39
a 1041 572 0 8 42
a 1041 898 0 7 8
a 1053 269 0 452 11
a 1053 132 0 3 47
a 1053 35 0 3 17
a 1053 1128 0 5 47
a 1058 1060 0 452 50
a 1058 802 0 6 6
a 1058 1044 0 3 5
a 1058 356 0 5 30
a 1058 206 0 10 5
a 1058 313 0 2 12
a 1058 737 0 5 31
a 1058 1043 0 6 12
a 1058 744 0 10 10
a 1058 913 0 7 28
a 1058 1168 0 9 33
a 1058 836 0 6 8
a 1058 144 0 2 4
a 1058 331 0 1 45
a 1058 419 0 3 9
a 1060 1041 0 452 50
a 1060 194 0 9 22
a 1060 960 0 3 48
a 1060 389 0 9 24
a 1060 941 0 5 7
a 1073 1053 0 452 50
a 1073 1042 0 2 33
a 1073 1195 0 6 6
a 1073 757 0 7 19
a 1088 201 0 452 50
a 1088 533 0 5 13
a 1088 384 0 7 24
a 1088 47 0 6 8
a 1088 589 0 2 29
a 1088 42 0 10 34
a 1088 758 0 7 41
a 1088 908 0 2 15
a 1088 489 0 6 21
a 1088 679 0 7 19
a 1088 787 0 1 40
a 1088 792 0 3 42
a 1088 771 0 10 11
a 1094 178 0 452 50
a 1094 242 0 9 3
a 1094 335 0 1 39
a 1094 733 0 3 42
a 1094 216 0 10 23
a 1094 652 0 7 5
a 1094 308 0 6 17
a 1094 1057 0 1 6
a 1094 719 0 8 13
a 1094 135 0 6 38
a 1094 368 0 8 14
a 1094 339 0 1 47
a 1096 264 0 452 10
a 1096 701 0 2 39
a 1096 171 0 4 43
a 1096 395 0 1 14
a 1096 53 0 9 2
a 1096 76 0 7 37
a 1096 129 0 4 48
a 1096 385 0 2 27
a 1096 212 0 8 49
a 1096 313 0 1 43
a 1116 942 0 452 50
a 1116 971 0 3 20
a 1116 361 0 1 3
a 1116 74 0 2 15
a 1116 1153 0 5 12
a 1116 1098 0 4 48
a 1116 580 0 8 11
a 1116 906 0 7 18
a 1117 1133 0 452 50
a 1117 972 0 2 32
a 1117 669 0 1 49
a 1117 187 0 6 27
a 1117 1158 0 5 4
a 1117 359 0 9 16
a 1117 632 0 5 22
a 1126 59 0 452 42
a 1126 394 0 3 49
a 1126 840 0 8 38
a 1126 471 0 2 16
a 1133 642 0 452 50
a 1133 894 0 3 49
a 1133 594 0 9 37
a 1147 35 0 452 12
a 1147 82 0 6 45
a 1168 157 0 452 5
a 1168 412 0 1 32
a 1168 1101 0 4 15
a 1168 884 0 10 28
a 1168 1051 0 2 6
a 1168 447 0 5 33
a 1179 900 0 452 11
a 1179 206 0 8 2
a 1179 1150 0 2 8
a 1179 924 0 8 13
a 1179 518 0 8 50
a 2 1020 0 512 50
a 2 786 0 9 31
a 2 869 0 10 1
a 2 597 0 4 14
a 2 731 0 9 20
a 2 238 0 9 18
a 2 998 0 2 11
a 55 937 0 512 50
a 55 1148 0 7 20
a 55 729 0 2 27
a 55 1136 0 4 16
a 55 1091 0 5 18
a 55 514 0 8 36
a 55 314 0 6 31
a 66 756 0 512 22
a 66 667 0 6 13
a 66 587 0 8 21
a 66 137 0 4 44
a 66 197 0 3 23
a 66 899 0 7 49
a 95 963 0 512 50
a 95 479 0 4 33
a 95 557 0 6 39
a 95 177 0 9 33
a 95 886 0 3 26
a 95 640 0 6 31
a 95 1040 0 6 47
a 95 221 0 5 15
a 95 775 0 2 49
a 97 956 0 512 21
a 97 255 0 9 38
a 97 159 0 4 14
a 97 888 0 9 39
a 97 256 0 10 29
a 97 406 0 6 47
a 97 328 0 8 50
a 97 165 0 8 12
a 97 1032 0 3 47
a 97 717 0 4 22
a 97 335 0 5 33
a 98 311 0 512 47
a 98 855 0 8 36
a 98 796 0 1 16
a 98 694 0 2 46
a 98 28 0 8 1
a 99 248 0 512 50
a 99 613 0 4 7
a 99 1156 0 2 24
a 99 507 0 6 11
a 99 419 0 6 24
a 99 127 0 7 42
a 99 187 0 5 50
a 99 202 0 1 27
a 99 346 0 7 20
a 99 934 0 3 20
a 99 886 0 2 28
a 99 553 0 5 20
a 113 784 0 512 50
a 113 434 0 6 13
a 113 751 0 2 39
a 113 249 0 1 11
a 123 1170 0 512 14
a 123 657 0 7 1
a 123 868 0 9 8
a 123 439 0 2 4
a 123 93 0 1 28
a 123 300 0 4 23
a 123 130 0 10 39
a 131 1199 0 512 50
a 131 704 0 4 12
a 131 67 0 7 15
a 131 1071 0 2 49
a 131 98 0 9 15
a 131 742 0 6 37
a 131 972 0 1 31
a 131 486 0 5 24
a 131 684 0 8 46
a 131 634 0 5 31
a 131 696 0 6 13
a 131 705 0 3 17
a 143 481 0 512 22
a 143 1098 0 4 33
a 143 1198 0 5 43
a 143 889 0 3 35
a 143 125 0 2 48
a 143 435 0 6 3
a 143 778 0 8 37
a 143 277 0 2 28
a 143 900 0 5 48
a 143 1091 0 3 33
a 143 254 0 7 42
a 143 1199 0 8 48
a 143 464 0 10 3
a 143 1072 0 2 17
a 153 518 0 512 50
a 153 40 0 10 44
a 153 623 0 9 12
a 153 360 0 4 33
a 153 1177 0 5 1
a 153 1193 0 6 9
a 153 235 0 9 46
a 153 1024 0 7 41
a 153 707 0 6 43
a 153 629 0 3 3
a 153 482 0 3 2
a 153 1149 0 4 24
a 153 189 0 1 35
a 153 1029 0 5 24
a 161 123 0 512 42
a 161 397 0 10 31
a 161 839 0 2 12
a 161 585 0 8 24
a 161 698 0 9 41
a 161 375 0 2 27
a 161 863 0 2 6
a 161 469 0 5 26
a 161 1055 0 2 8
a 161 736 0 2 39
a 184 230 0 512 40
a 184 709 0 10 44
a 184 1200 0 8 14
a 184 1023 0 2 24
a 184 929 0 6 1
a 184 47 0 5 6
a 184 818 0 1 8
a 194 398 0 512 47
a 194 560 0 5 28
a 194 628 0 4 32
a 194 484 0 8 41
a 194 392 0 4 3
a 215 694 0 512 50
a 215 1030 0 9 41
a 215 856 0 10 37
a 215 64 0 6 15
a 215 391 0 1 38
a 215 851 0 5 31
a 215 983 0 1 11
a 215 620 0 1 29
a 215 832 0 3 3
a 215 439 0 4 45
a 215 583 0 2 1
a 215 808 0 7 26
a 215 308 0 8 38
a 215 978 0 4 13
a 215 630 0 5 10
a 230 457 0 512 10
a 230 346 0 1 34
a 230 496 0 4 16
a 230 482 0 3 24
a 230 1040 0 9 34
a 230 545 0 9 41
a 230 1180 0 5 7
a 230 808 0 10 23
a 230 995 0 7 22
a 230 1186 0 9 48
a 230 289 0 10 3
