c PyNETGEN v1.0.0
c $ pip install pynetgen
c
c  NETGEN flow network generation algorithm
a 132 825 0 4 48
a 132 232 0 6 1
a 132 29 0 3 15
a 138 700 0 11920 50
a 138 708 0 6 38
a 138 199 0 4 16
a 138 284 0 5 5
a 138 1049 0 7 34
a 138 614 0 6 44
a 138 490 0 4 10
a 138 472 0 4 5
a 138 1166 0 1 28
a 138 498 0 7 19
a 138 149 0 2 13
a 138 525 0 4 28
a 138 1109 0 7 24
a 138 531 0 5 40
a 150 655 0 11920 32
a 150 243 0 10 49
a 150 1112 0 6 21
a 150 607 0 10 49
a 150 873 0 1 14
a 150 484 0 6 42
a 150 526 0 1 38
a 150 333 0 2 15
a 150 301 0 6 19
a 150 561 0 2 25
a 150 26 0 1 21
a 150 714 0 3 39
a 150 372 0 3 29
a 150 290 0 1 41
a 150 613 0 8 12
a 150 578 0 7 10
a 150 460 0 3 37
a 164 629 0 11920 39
a 164 428 0 10 45
a 164 1014 0 5 33
a 164 799 0 5 47
a 164 514 0 6 33
a 164 199 0 5 8
a 164 605 0 9 36
a 164 934 0 2 4
a 164 954 0 4 36
a 164 75 0 5 14
a 171 598 0 11920 50
a 171 726 0 10 18
a 171 916 0 5 18
a 171 791 0 3 28
a 171 971 0 9 39
a 171 626 0 10 18
a 171 636 0 3 43
a 171 1047 0 5 33
a 183 1129 0 11920 10
a 183 775 0 7 34
a 183 1059 0 7 38
a 183 911 0 5 6
a 183 84 0 9 25
a 183 289 0 1 22
a 183 883 0 7 10
a 183 878 0 7 23
a 183 490 0 6 27
a 183 376 0 4 46
a 183 58 0 5 38
a 183 463 0 3 22
a 183 996 0 9 38
a 183 849 0 4 8
a 183 803 0 5 16
a 183 726 0 4 28
a 183 302 0 1 6
a 183 689 0 9 14
a 183 135 0 2 33
a 183 291 0 6 27
a 183 167 0 10 13
a 183 1005 0 3 48
a 183 669 0 2 12
a 183 652 0 2 40
a 183 1030 0 5 19
a 183 28 0 10 14
a 183 387 0 9 48
a 183 999 0 5 5
a 183 1132 0 2 14
a 183 173 0 10 16
a 183 460 0 7 26
a 183 85 0 3 1
a 202 497 0 11920 50
a 202 646 0 8 41
a 202 267 0 6 41
a 202 145 0 9 4
a 202 786 0 9 18
a 202 86 0 4 48
a 202 1144 0 8 5
a 202 889 0 10 19
a 202 315 0 5 10
a 202 182 0 5 40
a 202 369 0 4 41
a 202 581 0 5 28
a 202 382 0 1 23
a 202 783 0 9 40
a 202 543 0 3 39
a 202 412 0 8 23
a 202 518 0 5 29
a 202 398 0 3 16
a 202 142 0 5 50
a 202 335 0 1 37
a 202 753 0 6 2
a 202 882 0 5 38
a 202 1020 0 8 17
a 202 1006 0 6 43
a 202 544 0 3 2
a 202 875 0 3 43
a 202 1133 0 8 20
a 262 672 0 11920 5
a 262 1137 0 5 12
a 262 981 0 6 2
a 262 1002 0 3 15
a 262 687 0 2 44
a 262 200 0 8 42
a 262 49 0 4 6
a 262 103 0 4 7
a 262 518 0 5 21
a 262 536 0 4 34
a 262 630 0 5 41
a 262 253 0 3 38
a 264 799 0 11920 24
a 264 72 0 8 40
a 264 506 0 6 47
a 264 848 0 7 21
a 264 642 0 2 15
a 264 332 0 10 25
a 264 155 0 1 33
a 284 974 0 11920 50
a 284 482 0 4 19
a 284 258 0 6 13
a 284 550 0 3 3
a 284 443 0 2 36
a 284 1180 0 4 14
a 284 1167 0 10 38
a 284 599 0 10 27
a 284 119 0 10 11
a 284 104 0 6 27
a 284 30 0 3 31
a 284 226 0 9 12
a 284 1122 0 8 24
a 284 911 0 4 43
a 284 60 0 7 43
a 284 232 0 4 41
a 284 310 0 1 11
a 284 649 0 6 11
a 284 561 0 4 19
a 284 702 0 8 9
a 284 639 0 7 31
a 284 1173 0 10 11
a 284 937 0 9 37
a 284 860 0 9 11
a 284 1192 0 9 41
a 284 1033 0 9 40
a 284 327 0 9 31
a 284 609 0 10 34
a 284 216 0 3 17
a 284 17 0 10 35
a 284 1059 0 1 13
a 284 234 0 9 17
a 304 441 0 11920 50
a 304 835 0 5 42
a 304 749 0 9 27
a 304 88 0 7 32
a 316 864 0 11920 50
a 316 327 0 8 10
a 316 985 0 8 35
a 316 958 0 10 42
a 316 48 0 2 4
a 316 932 0 1 5
a 316 588 0 8 10
a 316 1093 0 5 37
a 316 1054 0 9 31
a 316 247 0 5 13
a 316 982 0 8 31
a 316 238 0 3 7
a 316 506 0 2 31
a 316 722 0 10 33
a 316 61 0 3 29
a 316 161 0 10 49
a 316 139 0 7 33
a 316 764 0 5 13
a 316 150 0 10 44
a 341 150 0 11920 50
a 341 885 0 3 3
a 341 210 0 3 23
a 341 364 0 1 32
a 341 1137 0 1 7
a 341 899 0 1 17
a 341 334 0 6 25
a 341 550 0 6 35
a 341 247 0 3 43
a 341 449 0 9 42
a 341 178 0 6 28
a 341 964 0 8 5
a 341 250 0 4 1
a 341 764 0 1 34
a 341 228 0 6 15
a 341 52 0 2 21
a 341 858 0 4 47
a 341 1045 0 6 45
a 341 533 0 8 31
a 341 354 0 8 46
a 341 595 0 3 6
a 341 204 0 1 26
a 341 544 0 7 38
a 341 958 0 4 47
a 341 89 0 10 13
a 341 620 0 10 42
a 341 1027 0 1 36
a 357 801 0 11920 50
a 357 1171 0 6 17
a 357 248 0 7 15
a 357 683 0 4 18
a 357 540 0 3 9
a 357 778 0 1 11
a 357 325 0 1 37
a 357 207 0 7 11
a 357 730 0 5 22
a 357 80 0 10 1
a 360 567 0 11920 34
a 360 378 0 6 2
a 360 462 0 2 32
a 360 435 0 2 22
a 360 965 0 8 3
a 360 497 0 9 43
a 360 60 0 2 14
a 360 813 0 6 40
a 360 893 0 7 43
a 360 71 0 2 50
a 360 622 0 3 25
a 360 55 0 6 47
a 360 847 0 9 25
a 360 1040 0 1 10
a 360 386 0 9 43
a 360 375 0 9 15
a 360 1177 0 2 5
a 360 1065 0 3 9
a 360 794 0 5 6
a 360 704 0 4 29
a 360 43 0 6 36
a 360 65 0 4 6
a 362 1072 0 11920 50
a 362 680 0 1 15
a 362 66 0 9 26
a 362 662 0 7 38
a 362 759 0 6 32
a 362 537 0 2 2
a 362 1157 0 5 9
a 362 1184 0 1 47
a 362 1178 0 9 9
a 362 460 0 9 19
a 362 27 0 7 15
a 362 557 0 2 41
a 362 1135 0 10 31
a 362 1128 0 7 33
a 362 431 0 10 50
a 425 680 0 11920 4
a 425 78 0 3 39
a 425 811 0 7 9
a 425 362 0 7 28
a 425 487 0 2 10
a 425 505 0 7 8
a 425 710 0 4 3
a 425 635 0 6 40
a 425 790 0 6 13
a 425 1174 0 6 35
a 425 516 0 7 49
a 425 336 0 5 13
a 425 1182 0 7 28
a 428 425 0 11920 14
a 428 168 0 7 10
a 428 183 0 6 48
a 428 624 0 5 49
a 428 292 0 1 13
a 428 1027 0 8 9
a 428 724 0 1 16
a 428 1158 0 7 21
a 428 1088 0 3 15
a 428 698 0 1 10
a 428 1126 0 5 8
a 428 623 0 1 43
a 428 471 0 9 33
a 428 1015 0 7 13
a 441 1069 0 11920 50
a 441 76 0 7 33
a 441 615 0 9 14
a 441 352 0 1 48
a 441 1048 0 3 30
a 441 669 0 8 38
a 441 511 0 9 31
a 441 635 0 8 19
a 441 294 0 10 5
a 441 1182 0 2 41
a 441 243 0 2 40
a 441 184 0 4 41
a 441 610 0 1 12
a 441 276 0 5 11
a 441 717 0 7 36
a 441 573 0 7 41
a 441 434 0 4 18
a 441 80 0 1 27
a 441 508 0 4 21
a 441 551 0 1 48
a 441 472 0 4 14
a 441 690 0 2 35
a 441 728 0 3 31
a 441 767 0 5 8
a 441 282 0 9 4
a 441 773 0 9 40
a 457 77 0 11920 50
a 457 740 0 1 20
a 457 791 0 1 11
a 457 739 0 8 3
a 457 29 0 5 30
a 457 387 0 1 9
a 457 1133 0 9 6
a 457 713 0 3 38
a 457 971 0 7 14
a 457 269 0 9 9
a 457 798 0 9 39
a 468 202 0 11920 50
a 468 511 0 1 33
a 468 274 0 1 17
a 468 527 0 4 36
a 468 1119 0 9 16
a 468 665 0 3 26
a 468 69 0 9 21
a 468 179 0 9 32
a 468 199 0 10 47
a 468 801 0 10 34
a 468 1050 0 9 14
a 468 1120 0 9 6
a 468 233 0 6 19
a 468 224 0 5 10
a 497 866 0 11920 23
a 497 754 0 7 17
a 497 744 0 10 30
a 497 159 0 4 9
a 497 913 0 5 43
a 497 1112 0 8 28
a 497 1139 0 10 2
a 497 399 0 4 24
a 497 981 0 1 31
a 497 681 0 5 19
a 497 1106 0 8 34
a 529 1200 0 11920 11
a 529 435 0 3 2
a 529 1072 0 10 50
a 529 751 0 1 47
a 529 310 0 3 13
a 529 505 0 8 46
a 529 1116 0 2 43
a 529 171 0 8 13
a 529 451 0 10 13
a 529 687 0 8 50
a 529 77 0 9 19
a 529 794 0 6 49
a 529 334 0 4 40
a 529 937 0 4 41
a 529 449 0 3 10
a 529 354 0 9 42
a 529 463 0 3 4
a 529 525 0 6 24
a 529 144 0 3 1
a 529 204 0 1 35
a 529 64 0 9 32
a 529 409 0 1 35
a 529 66 0 5 6
a 529 133 0 6 12
a 529 976 0 6 26
a 532 544 0 11920 19
a 532 616 0 9 6
a 532 644 0 2 7
a 532 524 0 10 2
a 532 263 0 10 15
a 532 110 0 6 18
a 532 531 0 5 49
a 542 132 0 11920 19
a 542 939 0 1 7
a 542 352 0 6 44
a 542 1107 0 9 50
a 542 122 0 1 14
a 542 725 0 3 22
a 542 779 0 9 49
a 542 555 0 10 23
a 542 24 0 6 17
a 542 1117 0 10 16
a 542 679 0 8 32
a 542 935 0 4 10
a 542 941 0 3 3
a 542 575 0 5 20
a 542 1190 0 2 26
a 542 314 0 1 48
a 542 252 0 10 25
a 542 45 0 7 48
a 542 296 0 7 44
a 543 996 0 11920 50
a 543 377 0 9 49
a 543 509 0 3 16
a 543 974 0 9 15
a 543 1166 0 5 13
a 543 98 0 10 38
a 543 583 0 2 1
a 543 231 0 1 41
a 543 835 0 10 48
a 543 678 0 6 41
a 543 1029 0 9 25
a 543 552 0 4 40
a 543 21 0 1 10
a 543 138 0 9 42
a 543 807 0 10 9
a 543 771 0 5 13
a 543 158 0 3 31
a 543 169 0 1 17
a 543 431 0 10 22
a 543 885 0 10 1
a 543 562 0 1 3
a 543 743 0 2 48
a 543 952 0 8 49
a 543 1079 0 9 4
a 543 29 0 9 9
a 544 529 0 11920 50
a 544 762 0 8 18
a 561 1093 0 11920 50
a 561 395 0 9 7
a 561 631 0 8 5
a 561 559 0 8 2
a 561 652 0 5 25
a 561 834 0 1 20
a 561 839 0 9 45
a 561 26 0 9 24
a 561 1170 0 4 15
a 561 798 0 3 11
a 561 731 0 9 25
a 561 696 0 8 22
a 561 104 0 3 4
a 561 383 0 8 40
a 561 282 0 6 28
a 561 495 0 6 7
a 561 373 0 6 31
a 561 668 0 9 37
a 562 561 0 11920 50
a 562 292 0 5 4
a 562 103 0 7 33
a 562 324 0 3 26
a 562 558 0 7 19
a 562 627 0 9 39
a 562 263 0 5 18
a 562 779 0 9 28
a 562 568 0 8 23
a 562 328 0 1 47
a 562 266 0 8 13
a 562 194 0 9 11
a 562 566 0 3 3
a 562 1028 0 8 16
a 562 1181 0 1 38
a 562 346 0 9 9
a 562 497 0 1 44
a 562 968 0 5 15
a 562 882 0 10 19
a 562 1170 0 8 47
a 562 1012 0 6 18
a 562 1053 0 1 2
a 567 599 0 11920 31
a 567 755 0 1 32
a 567 43 0 9 18
a 567 1009 0 7 31
a 567 540 0 4 49
a 567 216 0 8 13
a 567 718 0 1 18
a 567 1020 0 2 41
a 567 122 0 1 15
a 567 1164 0 10 21
a 567 836 0 1 5
a 567 261 0 2 30
a 567 207 0 7 29
a 567 623 0 1 12
a 567 560 0 5 22
a 567 365 0 7 5
a 567 191 0 3 4
a 567 304 0 9 25
a 567 591 0 8 30
a 567 1014 0 8 46
a 567 800 0 4 9
a 567 103 0 7 9
a 572 562 0 11920 44
a 572 204 0 5 41
a 572 629 0 1 23
a 572 621 0 10 48
a 572 1168 0 7 9
a 572 16 0 4 32
a 572 838 0 7 36
a 572 209 0 7 49
a 572 471 0 1 2
a 572 622 0 10 3
a 572 500 0 4 37
a 572 605 0 1 22
a 572 1006 0 9 13
a 572 946 0 4 28
a 572 735 0 6 35
a 572 876 0 1 27
a 572 1035 0 5 20
a 572 482 0 6 34
a 572 370 0 10 26
a 572 114 0 7 15
a 572 277 0 2 12
a 572 643 0 5 45
a 572 194 0 5 3
a 574 316 0 11920 36
a 574 1065 0 2 9
a 574 917 0 3 5
a 574 236 0 8 41
a 574 1068 0 4 50
a 574 452 0 2 5
a 574 415 0 7 21
a 574 228 0 6 2
a 574 186 0 9 42
a 574 634 0 2 19
a 574 712 0 3 14
a 574 131 0 3 45
a 574 192 0 9 1
a 574 1118 0 7 29
a 574 859 0 1 49
a 574 631 0 4 4
a 596 457 0 11920 35
a 596 906 0 9 34
a 596 403 0 8 29
a 596 42 0 8 36
a 596 646 0 7 26
a 596 402 0 4 3
a 596 951 0 3 21
a 596 1154 0 1 4
a 596 307 0 6 34
a 596 312 0 5 2
a 596 137 0 2 48
a 598 264 0 11920 12
a 598 982 0 10 25
a 598 1064 0 4 40
a 598 746 0 6 43
a 598 147 0 4 30
a 598 923 0 5 42
a 598 795 0 7 36
a 598 415 0 1 10
a 598 1116 0 4 45
a 598 47 0 4 15
a 598 142 0 1 28
a 598 1039 0 4 49
a 598 162 0 10 43
a 598 962 0 7 37
a 598 167 0 8 38
a 598 469 0 4 34
a 598 98 0 5 37
a 598 550 0 3 31
a 598 642 0 8 29
a 598 883 0 5 14
a 598 914 0 5 22
a 598 863 0 8 29
a 599 948 0 11920 50
a 599 667 0 3 42
a 627 542 0 11920 27
a 627 486 0 9 8
a 627 662 0 2 6
a 627 576 0 6 17
a 627 975 0 8 12
a 627 1004 0 6 15
a 627 693 0 1 19
a 627 319 0 4 36
a 627 1061 0 10 9
a 627 894 0 4 14
a 627 1184 0 4 14
a 627 749 0 9 12
a 627 740 0 8 48
a 627 743 0 5 33
a 627 243 0 5 46
a 627 999 0 4 11
a 627 1017 0 9 9
a 627 274 0 4 31
a 627 448 0 10 40
a 627 536 0 9 7
a 629 903 0 11920 50
a 629 78 0 8 25
a 629 202 0 4 48
a 629 343 0 2 34
a 629 1008 0 10 34
a 629 1146 0 3 32
a 629 190 0 4 37
a 629 374 0 6 35
a 629 367 0 3 32
a 629 1195 0 5 37
a 629 397 0 8 15
a 629 857 0 6 1
a 629 576 0 9 14
a 629 563 0 9 11
a 629 824 0 10 18
a 629 1088 0 9 30
a 629 869 0 4 10
a 629 1121 0 4 13
a 629 23 0 7 31
a 629 796 0 7 50
a 629 1103 0 7 40
a 629 767 0 6 8
a 629 891 0 8 6
a 655 284 0 11920 3
a 655 943 0 2 49
a 655 179 0 3 11
a 655 1144 0 3 25
a 655 1157 0 9 34
a 655 948 0 2 35
a 655 457 0 6 2
a 655 1163 0 7 13
a 655 401 0 8 31
a 655 1155 0 5 43
a 655 1021 0 5 14
a 655 229 0 5 23
a 655 285 0 1 20
a 655 1095 0 1 23
a 655 1114 0 6 19
a 655 1055 0 4 44
a 655 439 0 6 3
a 655 768 0 2 44
a 655 351 0 10 13
a 655 556 0 7 50
a 655 240 0 6 13
a 655 720 0 8 45
a 668 341 0 11920 50
a 668 695 0 3 8
a 668 1186 0 2 6
a 668 205 0 1 18
a 668 639 0 5 9
a 668 270 0 3 22
a 668 1149 0 5 19
a 668 67 0 4 10
a 668 69 0 4 37
a 668 694 0 3 6
a 668 193 0 9 20
a 668 944 0 2 3
a 668 887 0 8 23
a 668 661 0 3 29
a 668 731 0 9 44
a 668 881 0 10 27
a 668 264 0 3 17
a 668 556 0 1 35
a 668 385 0 4 4
a 668 76 0 6 49
a 668 1098 0 1 39
a 668 454 0 1 10
a 668 365 0 1 42
a 668 872 0 10 20
a 668 898 0 10 49
a 668 131 0 4 35
a 668 732 0 10 38
a 668 738 0 5 42
a 668 451 0 8 12
a 668 875 0 7 4
a 668 103 0 2 38
a 672 85 0 11920 9
a 672 180 0 8 9
a 672 977 0 3 7
a 672 497 0 3 40
a 672 927 0 8 28
a 680 1151 0 11920 50
a 680 1062 0 5 30
a 680 396 0 10 41
a 680 578 0 4 32
a 680 1060 0 2 41
a 680 111 0 7 4
a 680 848 0 10 45
a 680 514 0 4 49
a 680 1185 0 10 24
a 680 250 0 8 17
a 680 750 0 5 44
a 680 38 0 4 40
a 680 409 0 3 27
a 680 316 0 3 48
a 680 267 0 7 45
a 680 74 0 1 41
a 680 1125 0 3 41
a 680 959 0 5 10
a 680 620 0 2 29
a 680 965 0 8 44
a 680 255 0 3 43
a 680 133 0 9 23
a 680 176 0 6 41
a 680 1004 0 1 26
a 680 828 0 4 34
a 680 938 0 9 20
a 680 674 0 7 39
a 686 572 0 11920 5
a 686 1019 0 10 6
a 686 929 0 2 37
a 686 450 0 5 20
a 686 293 0 3 46
a 686 570 0 7 25
a 686 403 0 6 34
a 686 672 0 8 22
a 686 203 0 2 47
a 686 544 0 9 4
a 686 737 0 5 11
a 686 710 0 10 44
a 686 76 0 8 19
a 686 98 0 5 39
a 686 661 0 9 48
a 686 383 0 1 18
a 686 61 0 10 16
a 686 189 0 5 3
a 686 144 0 6 47
a 686 890 0 5 10
a 686 566 0 10 22
a 686 1185 0 2 28
a 686 1034 0 9 38
a 686 264 0 1 50
a 686 411 0 10 32
a 686 1027 0 3 44
a 686 839 0 4 34
a 686 1068 0 4 47
a 686 305 0 3 2
a 700 857 0 11920 6
a 700 919 0 8 17
a 700 59 0 8 50
a 700 393 0 5 8
a 700 631 0 4 47
a 700 540 0 5 35
a 700 561 0 7 19
a 726 543 0 11920 50
a 726 163 0 10 18
a 726 719 0 5 35
a 726 69 0 3 43
a 726 183 0 8 15
a 726 333 0 7 17
a 726 1197 0 5 47
a 726 993 0 8 5
a 726 1086 0 4 23
a 726 736 0 6 43
a 726 349 0 6 43
a 726 786 0 8 40
a 726 960 0 9 24
a 726 653 0 9 26
a 726 62 0 3 39
a 726 242 0 9 28
a 726 46 0 8 44
a 726 1061 0 10 29
a 726 941 0 5 24
a 726 366 0 4 27
a 726 671 0 5 30
a 726 382 0 6 38
a 726 908 0 1 48
a 726 969 0 1 9
a 726 407 0 4 11
a 726 509 0 10 27
a 726 364 0 5 11
a 726 403 0 8 8
a 726 745 0 4 18
a 799 838 0 11920 47
a 799 671 0 4 2
a 799 1014 0 9 13
a 799 162 0 9 17
a 799 549 0 2 31
a 799 844 0 8 28
a 799 907 0 3 24
a 799 369 0 9 2
a 799 1009 0 1 47
a 799 846 0 10 50
a 799 904 0 8 22
a 799 180 0 2 37
a 799 1090 0 2 41
a 799 36 0 10 2
a 799 168 0 9 3
a 799 250 0 7 35
a 799 785 0 7 50
a 799 586 0 9 50
a 799 870 0 10 41
a 799 55 0 1 17
a 799 565 0 6 4
a 799 678 0 8 48
a 799 670 0 3 5
a 799 620 0 5 43
a 799 48 0 3 45
a 799 390 0 8 36
a 801 1126 0 11920 3
a 801 1144 0 5 5
a 801 1007 0 4 22
a 801 739 0 1 45
a 801 49 0 5 33
a 801 574 0 9 8
a 801 673 0 7 42
a 801 228 0 5 5
a 801 486 0 10 16
a 801 329 0 9 22
a 801 218 0 1 30
a 801 1046 0 7 43
a 801 879 0 4 13
a 801 151 0 8 12
a 801 588 0 9 34
a 801 299 0 8 36
a 801 726 0 1 37
a 801 296 0 5 3
a 801 638 0 10 33
a 801 1059 0 7 24
a 801 261 0 9 27
a 811 726 0 11920 50
a 811 166 0 10 39
a 811 457 0 2 44
a 830 87 0 11920 39
a 830 159 0 7 5
a 830 70 0 5 2
a 830 1028 0 1 48
a 830 1152 0 5 8
a 830 604 0 6 6
a 830 761 0 1 49
a 830 201 0 1 2
a 830 1071 0 8 4
a 830 28 0 8 5
a 830 468 0 10 28
a 830 658 0 9 16
a 830 234 0 7 33
a 830 1090 0 3 7
a 830 545 0 8 22
a 830 419 0 9 37
a 830 798 0 3 42
a 830 907 0 3 15
a 830 647 0 2 14
a 830 593 0 5 43
a 830 529 0 2 22
a 830 407 0 5 10
a 830 35 0 8 49
a 830 94 0 10 26
a 830 969 0 4 42
a 830 486 0 10 15
a 838 1197 0 11920 50
a 838 596 0 11920 50
a 838 629 0 9 20
a 838 351 0 5 8
a 838 781 0 6 24
a 838 426 0 5 15
a 838 237 0 10 8
a 857 183 0 11920 30
a 857 1119 0 9 45
a 857 448 0 3 47
a 857 839 0 7 2
a 857 36 0 9 19
a 857 729 0 7 45
a 857 783 0 10 11
a 857 160 0 8 16
a 857 1063 0 7 17
a 857 1010 0 9 37
a 857 431 0 8 14
a 857 1000 0 2 27
a 857 186 0 2 42
a 857 78 0 7 28
a 857 1151 0 2 43
a 857 113 0 8 32
a 857 190 0 3 23
a 857 631 0 10 31
a 857 447 0 1 36
a 857 540 0 3 33
a 857 476 0 7 47
a 857 669 0 10 21
a 857 1183 0 10 24
a 857 592 0 5 49
a 857 1178 0 2 42
a 857 304 0 2 28
a 864 1066 0 11920 32
a 864 1126 0 6 4
a 864 921 0 7 13
a 865 811 0 11920 50
a 865 1110 0 10 37
a 865 384 0 9 12
a 865 677 0 10 34
a 865 652 0 5 18
a 865 355 0 6 37
a 865 748 0 6 21
a 865 750 0 3 30
a 865 947 0 10 32
a 865 350 0 8 5
a 865 204 0 2 47
a 865 715 0 7 42
a 865 618 0 4 45
a 865 603 0 5 13
a 865 109 0 4 6
a 865 930 0 5 15
a 865 26 0 10 15
a 865 23 0 6 44
a 865 734 0 1 9
a 865 854 0 2 18
a 865 1152 0 4 7
a 865 956 0 5 8
a 865 681 0 6 20
a 865 307 0 4 30
a 865 1137 0 9 50
a 866 357 0 11920 15
a 866 698 0 3 47
a 866 688 0 9 33
a 866 427 0 7 4
a 866 191 0 4 5
a 866 431 0 3 22
a 866 362 0 1 14
a 866 646 0 1 7
a 866 1066 0 10 26
a 866 749 0 8 12
a 866 1000 0 3 8
a 866 1015 0 6 1
a 866 85 0 9 49
a 866 850 0 9 47
a 866 36 0 5 25
a 866 507 0 10 17
a 866 141 0 7 20
a 866 410 0 3 9
a 866 1061 0 4 38
a 866 440 0 10 22
a 866 893 0 7 2
a 866 576 0 3 49
a 903 1059 0 11920 50
a 903 730 0 7 12
a 903 534 0 5 38
a 903 739 0 6 22
a 903 571 0 5 4
a 903 997 0 8 49
a 903 462 0 9 34
a 903 713 0 8 1
a 948 830 0 11920 47
a 948 292 0 5 48
a 948 1127 0 5 4
a 948 604 0 2 37
a 948 938 0 2 33
a 948 644 0 7 41
a 948 489 0 1 26
a 948 1080 0 9 27
